"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Alberta",1962-06-18,"General","25","Acadia","Horner, John (Jack) Henry","Horner","John","(Jack) Henry","Man","Farmer","Progressive Conservative Party","Elected",8440
"Alberta",1962-06-18,"General","25","Acadia","Hewson, G. Marshall","Hewson","G.","Marshall","Man","Farmer","Social Credit Party of Canada","Defeated",7565
"Alberta",1962-06-18,"General","25","Acadia","Hourihan, Walter Peter","Hourihan","Walter","Peter","Man","Farmer","Liberal Party of Canada","Defeated",2150
"Alberta",1962-06-18,"General","25","Acadia","Johnson, Floyd A.","Johnson","Floyd","A.","Man","Contractor","New Democratic Party","Defeated",1021
"Alberta",1962-06-18,"General","25","Acadia","Robinson, James A.","Robinson","James","A.","Man","Conductor","Independent Liberal","Defeated",311
"Alberta",1962-06-18,"General","25","Acadia","Naismith, John Darby","Naismith","John","Darby","Man","Cattleman","All Canadian Party","Defeated",189
"Alberta",1962-06-18,"General","25","Athabaska","Bigg, Frederick Johnstone (Jack)","Bigg","Frederick","Johnstone (Jack)","Man","Lawyer","Progressive Conservative Party","Elected",9678
"Alberta",1962-06-18,"General","25","Athabaska","VAN BRABANT, Jules","VAN BRABANT","Jules",NA,"Man","Businessman","Liberal Party of Canada","Defeated",5554
"Alberta",1962-06-18,"General","25","Athabaska","Mikkelsen, Joe","Mikkelsen","Joe",NA,"Man","Farmer","Social Credit Party of Canada","Defeated",4679
"Alberta",1962-06-18,"General","25","Athabaska","Vallée, Pierre-Maurice","Vallée","Pierre-Maurice",NA,"Man","Rancher","New Democratic Party","Defeated",1306
"Alberta",1962-06-18,"General","25","Battle River--Camrose","Smallwood, Clifford Silas","Smallwood","Clifford","Silas","Man","Farmer","Progressive Conservative Party","Elected",12883
"Alberta",1962-06-18,"General","25","Battle River--Camrose","Smith, James Alexander","Smith","James","Alexander","Man","School principal","Social Credit Party of Canada","Defeated",6758
"Alberta",1962-06-18,"General","25","Battle River--Camrose","Jones, Robert A.","Jones","Robert","A.","Man","Shoe retailer","Liberal Party of Canada","Defeated",2976
"Alberta",1962-06-18,"General","25","Battle River--Camrose","Arnston, Alfred O.","Arnston","Alfred","O.","Man","Salesman","New Democratic Party","Defeated",1488
"Alberta",1962-06-18,"General","25","Bow River","Woolliams, Eldon Mattison","Woolliams","Eldon","Mattison","Man","Barrister","Progressive Conservative Party","Elected",10733
"Alberta",1962-06-18,"General","25","Bow River","Porter, Francis J.","Porter","Francis","J.","Man","Commercial sign painter","Social Credit Party of Canada","Defeated",6844
"Alberta",1962-06-18,"General","25","Bow River","Hastings, Earl Adams","Hastings","Earl","Adams","Man","Landman","Liberal Party of Canada","Defeated",3944
"Alberta",1962-06-18,"General","25","Bow River","Bowers, Gordon","Bowers","Gordon",NA,"Man","Farmer","New Democratic Party","Defeated",1629
"Alberta",1962-06-18,"General","25","Calgary North","Harkness, Douglas Scott","Harkness","Douglas","Scott","Man","Teacher and farmer","Progressive Conservative Party","Elected",22446
"Alberta",1962-06-18,"General","25","Calgary North","Simpson, Bob","Simpson","Bob",NA,"Man","Minister and businessman","Social Credit Party of Canada","Defeated",13143
"Alberta",1962-06-18,"General","25","Calgary North","Rowbotham, Harry Slater","Rowbotham","Harry","Slater","Man","Barrister and solicitor","Liberal Party of Canada","Defeated",9919
"Alberta",1962-06-18,"General","25","Calgary North","Pope, Harry","Pope","Harry",NA,"Man","Executive assistant, retired soldier","New Democratic Party","Defeated",4910
"Alberta",1962-06-18,"General","25","Calgary South","Smith, Arthur","Smith","Arthur",NA,"Man","Public relations man","Progressive Conservative Party","Elected",21927
"Alberta",1962-06-18,"General","25","Calgary South","Morley, Frank S.","Morley","Frank","S.","Man","Clergyman","Liberal Party of Canada","Defeated",12837
"Alberta",1962-06-18,"General","25","Calgary South","Woodman, Bob","Woodman","Bob",NA,"Man","Insurance manager","Social Credit Party of Canada","Defeated",8806
"Alberta",1962-06-18,"General","25","Calgary South","Hanley, F. William","Hanley","F.","William","Man","Psychiatrist","New Democratic Party","Defeated",3654
