"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Alberta",1949-06-27,"General","21","Acadia","Quelch, Victor","Quelch","Victor",NA,"Man","Farmer","Social Credit Party of Canada","Elected",5897
"Alberta",1949-06-27,"General","21","Acadia","Shacker, Isber Frank","Shacker","Isber","Frank","Man","Theatre owner","Liberal Party of Canada","Defeated",4186
"Alberta",1949-06-27,"General","21","Athabaska","Dechene, Joseph Miville","Dechene","Joseph","Miville","Man","Gentleman","Liberal Party of Canada","Elected",7566
"Alberta",1949-06-27,"General","21","Athabaska","Kennedy, Orvis A.","Kennedy","Orvis","A.","Man","Manager","Social Credit Party of Canada","Defeated",4982
"Alberta",1949-06-27,"General","21","Athabaska","Hannochko, John","Hannochko","John",NA,"Man","Teacher","Co-operative Commonwealth Federation","Defeated",1738
"Alberta",1949-06-27,"General","21","Athabaska","Nykiforuk, John","Nykiforuk","John",NA,"Man","Teacher","Independent Social Credit","Defeated",1198
"Alberta",1949-06-27,"General","21","Athabaska","Bédard, Joseph H.","Bédard","Joseph","H.","Man","Merchant","Progressive Conservative Party","Defeated",1139
"Alberta",1949-06-27,"General","21","Battle River","Fair, Robert","Fair","Robert",NA,"Man","Retired","Social Credit Party of Canada","Elected",7708
"Alberta",1949-06-27,"General","21","Battle River","Saville, Francis Clifford","Saville","Francis","Clifford","Man","Farmer","Co-operative Commonwealth Federation","Defeated",4337
"Alberta",1949-06-27,"General","21","Battle River","Green, Lee Fox","Green","Lee","Fox","Man","Farmer","Liberal Party of Canada","Defeated",1977
"Alberta",1949-06-27,"General","21","Bow River","Johnston, Charles Edward","Johnston","Charles","Edward","Man","Teacher","Social Credit Party of Canada","Elected",8537
"Alberta",1949-06-27,"General","21","Bow River","Macdonald, William Duncan","Macdonald","William","Duncan","Man","Farmer","Liberal Party of Canada","Defeated",4449
"Alberta",1949-06-27,"General","21","Bow River","Wilde, Wilfred John","Wilde","Wilfred","John","Man","Organizer","Progressive Conservative Party","Defeated",2558
"Alberta",1949-06-27,"General","21","Bow River","Ellinson, George Edwin","Ellinson","George","Edwin","Man","Locomotive engineer","Co-operative Commonwealth Federation","Defeated",1530
"Alberta",1949-06-27,"General","21","Bow River","Roberts, Arthur Llewelyn","Roberts","Arthur","Llewelyn","Man","Clerk","Labor-Progressive Party","Defeated",969
"Alberta",1949-06-27,"General","21","Calgary East","Harkness, Douglas Scott","Harkness","Douglas","Scott","Man","Farmer and teacher","Progressive Conservative Party","Elected",9641
"Alberta",1949-06-27,"General","21","Calgary East","Mackay, Donald Hugh","Mackay","Donald","Hugh","Man","Manager","Liberal Party of Canada","Defeated",8555
"Alberta",1949-06-27,"General","21","Calgary East","Clarke, Clifford Norman","Clarke","Clifford","Norman","Man","Insurance agent","Social Credit Party of Canada","Defeated",5597
"Alberta",1949-06-27,"General","21","Calgary East","Kelloway, Warwick Freeman","Kelloway","Warwick","Freeman","Man","Clergyman","Co-operative Commonwealth Federation","Defeated",3083
"Alberta",1949-06-27,"General","21","Calgary West","Smith, Arthur Leroy","Smith","Arthur","Leroy","Man","Barrister","Progressive Conservative Party","Elected",11457
"Alberta",1949-06-27,"General","21","Calgary West","Matthews, Charles Curtice","Matthews","Charles","Curtice","Man","Rancher","Liberal Party of Canada","Defeated",8619
"Alberta",1949-06-27,"General","21","Calgary West","Dixon, Arthur Johnson","Dixon","Arthur","Johnson","Man","Merchant","Social Credit Party of Canada","Defeated",6785
"Alberta",1949-06-27,"General","21","Camrose","Beyerstein, Hilliard Harris William","Beyerstein","Hilliard","Harris William","Man","Chiropractor","Social Credit Party of Canada","Elected",7364
"Alberta",1949-06-27,"General","21","Camrose","Ince, Frank Bryan","Ince","Frank","Bryan","Man","Farmer","Liberal Party of Canada","Defeated",4497
"Alberta",1949-06-27,"General","21","Camrose","Arntson, Alfred O.","Arntson","Alfred","O.","Man","Farmer","Co-operative Commonwealth Federation","Defeated",2402
"Alberta",1949-06-27,"General","21","Camrose","Mccleary, Charles Henry","Mccleary","Charles","Henry","Man","Teacher","Progressive Conservative Party","Defeated",1448
"Alberta",1949-06-27,"General","21","Edmonton East","Macdonald, Albert Frederick","Macdonald","Albert","Frederick","Man","Cashier","Liberal Party of Canada","Elected",10964
"Alberta",1949-06-27,"General","21","Edmonton East","Holowach, Ambrose A.","Holowach","Ambrose","A.","Man","Manager","Social Credit Party of Canada","Defeated",7972
"Alberta",1949-06-27,"General","21","Edmonton East","Thorogood, John Hector","Thorogood","John","Hector","Man","Manager","Progressive Conservative Party","Defeated",3816
"Alberta",1949-06-27,"General","21","Edmonton East","Ashby, Patrick Harvey","Ashby","Patrick","Harvey","Man","Farmer","Independent Social Credit","Defeated",3400
"Alberta",1949-06-27,"General","21","Edmonton East","Ross, Hugh John McKim","Ross","Hugh","John McKim","Man","Teacher","Co-operative Commonwealth Federation","Defeated",2961
"Alberta",1949-06-27,"General","21","Edmonton East","Swankey, Bernard Rudolf","Swankey","Bernard","Rudolf","Man","Organizer","Labor-Progressive Party","Defeated",1232
"Alberta",1949-06-27,"General","21","Edmonton West","Prudham, George","Prudham","George",NA,"Man","Builder","Liberal Party of Canada","Elected",14333
"Alberta",1949-06-27,"General","21","Edmonton West","Milner, Horatio Ray","Milner","Horatio","Ray","Man","Barrister","Progressive Conservative Party","Defeated",8325
