"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Alberta",2015-10-19,"General","42","Banff--Airdrie","Richards, Blake","Richards","Blake",NA,"Man","Parliamentarian","Conservative Party of Canada","Elected",42228
"Alberta",2015-10-19,"General","42","Banff--Airdrie","Raynolds, Marlo","Raynolds","Marlo",NA,"Man","Executive management","Liberal Party of Canada","Defeated",17380
"Alberta",2015-10-19,"General","42","Banff--Airdrie","Boissonneault, Joanne","Boissonneault","Joanne",NA,"Woman","Teacher/educational consultant","New Democratic Party","Defeated",4521
"Alberta",2015-10-19,"General","42","Banff--Airdrie","MacDonald, Mike","MacDonald","Mike",NA,"Man","Early childhood mental health consultant","Green Party of Canada","Defeated",2509
"Alberta",2015-10-19,"General","42","Battle River--Crowfoot","Sorenson, Kevin","Sorenson","Kevin",NA,"Man","Parliamentarian","Conservative Party of Canada","Elected",47552
"Alberta",2015-10-19,"General","42","Battle River--Crowfoot","Kowalski, Andy","Kowalski","Andy",NA,"Man","Self-employed","Liberal Party of Canada","Defeated",5505
"Alberta",2015-10-19,"General","42","Battle River--Crowfoot","Swampy, Katherine","Swampy","Katherine",NA,"Woman","Tax officer","New Democratic Party","Defeated",3844
"Alberta",2015-10-19,"General","42","Battle River--Crowfoot","Kelly, Gary","Kelly","Gary",NA,"Man","Territory manager","Green Party of Canada","Defeated",1868
"Alberta",2015-10-19,"General","42","Bow River","Shields, Martin","Shields","Martin",NA,"Man","Retired","Conservative Party of Canada","Elected",38701
"Alberta",2015-10-19,"General","42","Bow River","Alexander, William MacDonald","Alexander","William","MacDonald","Man","Student","Liberal Party of Canada","Defeated",6840
"Alberta",2015-10-19,"General","42","Bow River","MacWilliam, Lynn","MacWilliam","Lynn",NA,"Woman","Councillor","New Democratic Party","Defeated",2622
"Alberta",2015-10-19,"General","42","Bow River","Fromholt, Rita Ann","Fromholt","Rita","Ann","Woman","Campaign coordinator","Green Party of Canada","Defeated",919
"Alberta",2015-10-19,"General","42","Bow River","Kucy, Andrew","Kucy","Andrew",NA,"Man","Engineer","Independent","Defeated",543
"Alberta",2015-10-19,"General","42","Bow River","VandeStroet, Frans","VandeStroet","Frans",NA,"Man","Farm real estate agent","Christian Heritage Party of Canada","Defeated",280
"Alberta",2015-10-19,"General","42","Calgary Centre","Hehr, Kent","Hehr","Kent",NA,"Man","Lawyer","Liberal Party of Canada","Elected",28496
"Alberta",2015-10-19,"General","42","Calgary Centre","Crockatt, Joan","Crockatt","Joan",NA,"Woman","Parliamentarian","Conservative Party of Canada","Defeated",27746
"Alberta",2015-10-19,"General","42","Calgary Centre","Ratti, Jillian","Ratti","Jillian",NA,"Woman","Family physician","New Democratic Party","Defeated",3412
"Alberta",2015-10-19,"General","42","Calgary Centre","Boonlert, Thana","Boonlert","Thana",NA,"Man","Environmental engineer","Green Party of Canada","Defeated",1347
"Alberta",2015-10-19,"General","42","Calgary Centre","Henderson, Yogi","Henderson","Yogi",NA,"Man","Cost engineer","Independent","Defeated",248
"Alberta",2015-10-19,"General","42","Calgary Confederation","Webber, Len","Webber","Len",NA,"Man","Electrical contractor","Conservative Party of Canada","Elected",30669
"Alberta",2015-10-19,"General","42","Calgary Confederation","Grant, Matt","Grant","Matt",NA,"Man","Lawyer","Liberal Party of Canada","Defeated",29083
"Alberta",2015-10-19,"General","42","Calgary Confederation","Heuser, Kirk","Heuser","Kirk",NA,"Man","Communications lead","New Democratic Party","Defeated",4770
"Alberta",2015-10-19,"General","42","Calgary Confederation","Odd, Natalie","Odd","Natalie",NA,"Woman","Project manager","Green Party of Canada","Defeated",2146
"Alberta",2015-10-19,"General","42","Calgary Confederation","Hunter, Kevan","Hunter","Kevan",NA,"Man","Teacher","Marxist-Leninist Party of Canada","Defeated",140
"Alberta",2015-10-19,"General","42","Calgary Forest Lawn","Obhrai, Deepak","Obhrai","Deepak",NA,"Man","Parliamentarian","Conservative Party of Canada","Elected",19694
"Alberta",2015-10-19,"General","42","Calgary Forest Lawn","Stewart, Cam","Stewart","Cam",NA,"Man","Retired police officer","Liberal Party of Canada","Defeated",14762
"Alberta",2015-10-19,"General","42","Calgary Forest Lawn","Souraya, Abdou","Souraya","Abdou",NA,"Man","Civil servant","New Democratic Party","Defeated",4006
"Alberta",2015-10-19,"General","42","Calgary Forest Lawn","Hansell, Judson","Hansell","Judson",NA,"Man","Journeyman plumber/gasfitter","Green Party of Canada","Defeated",1229
"Alberta",2015-10-19,"General","42","Calgary Forest Lawn","Badura, Matt","Badura","Matt",NA,"Man","Commercial roofing consultant","Libertarian Party of Canada","Defeated",832
"Alberta",2015-10-19,"General","42","Calgary Forest Lawn","Devine, Jason","Devine","Jason",NA,"Man","Student","Communist Party of Canada","Defeated",390
"Alberta",2015-10-19,"General","42","Calgary Heritage","Harper, Stephen","Harper","Stephen",NA,"Man","Parliamentarian","Conservative Party of Canada","Elected",37263
"Alberta",2015-10-19,"General","42","Calgary Heritage","Miles, Brendan","Miles","Brendan",NA,"Man","Physician","Liberal Party of Canada","Defeated",15172
"Alberta",2015-10-19,"General","42","Calgary Heritage","Masters Burgener, Matt","Masters Burgener","Matt",NA,"Man","Musician","New Democratic Party","Defeated",4255
