"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"British Columbia",1887-02-22,"General","6","Cariboo","Reid, James","Reid","James",NA,"Man","Businessman","Liberal-Conservative","Elected",145
"British Columbia",1887-02-22,"General","6","Cariboo","Ferguson, G.","Ferguson","G.",NA,"Man",NA,"Liberal Party of Canada","Defeated",105
"British Columbia",1887-02-22,"General","6","New Westminster","Chisholm, Donald","Chisholm","Donald",NA,"Man","Teacher","Conservative (1867-1942)","Elected",533
"British Columbia",1887-02-22,"General","6","New Westminster","Trapp, T.J.","Trapp","T.J.",NA,"Man",NA,"Conservative (1867-1942)","Defeated",238
"British Columbia",1887-02-22,"General","6","Vancouver","Gordon, David William","Gordon","David","William","Man","Contractor","Liberal-Conservative","Elected",713
"British Columbia",1887-02-22,"General","6","Vancouver","Planta, J.T.","Planta","J.T.",NA,"Man",NA,"Conservative (1867-1942)","Defeated",465
"British Columbia",1887-02-22,"General","6","Victoria","Baker, Edgar Crow","Baker","Edgar","Crow","Man","Accountant","Conservative (1867-1942)","Elected",632
"British Columbia",1887-02-22,"General","6","Victoria","Shakespeare, Noah","Shakespeare","Noah",NA,"Man","General agent","Conservative (1867-1942)","Elected",548
"British Columbia",1887-02-22,"General","6","Victoria","Humphreys, T.B.","Humphreys","T.B.",NA,"Man",NA,"Independent Conservative","Defeated",394
"British Columbia",1887-02-22,"General","6","Victoria","Fell, James","Fell","James",NA,"Man",NA,"Independent Conservative","Defeated",327
"British Columbia",1887-02-22,"General","6","Victoria","Robertson, W.A.","Robertson","W.A.",NA,"Man",NA,"Liberal Party of Canada","Defeated",253
"British Columbia",1887-02-22,"General","6","Victoria","Mccallum, A.E.","Mccallum","A.E.",NA,"Man",NA,"Liberal Party of Canada","Defeated",245
"British Columbia",1887-02-22,"General","6","Yale","Mara, John Andrew","Mara","John","Andrew","Man","Merchant","Conservative (1867-1942)","Elected (Acclamation)",0
