"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Alberta",1984-09-04,"General","33","Athabasca","Shields, John (Jack) Wendele","Shields","John","(Jack) Wendele","Man","Businessman","Progressive Conservative Party","Elected",23997
"Alberta",1984-09-04,"General","33","Athabasca","Dort-Maclean, Ann","Dort-Maclean","Ann",NA,"Woman","Project Worker","New Democratic Party","Defeated",6001
"Alberta",1984-09-04,"General","33","Athabasca","Woodward, Mike","Woodward","Mike",NA,"Man","Businessman","Liberal Party of Canada","Defeated",4222
"Alberta",1984-09-04,"General","33","Athabasca","Borger, Fred W.","Borger","Fred","W.","Man","Bowling lanes operator","Confederation of Regions Western Party","Defeated",578
"Alberta",1984-09-04,"General","33","Athabasca","Michetti, Rudolph","Michetti","Rudolph",NA,"Man","Retired","Social Credit Party of Canada","Defeated",332
"Alberta",1984-09-04,"General","33","Bow River","Taylor, Gordon Edward","Taylor","Gordon","Edward","Man","Teacher & businessman","Progressive Conservative Party","Elected",43033
"Alberta",1984-09-04,"General","33","Bow River","Mccutcheon, William","Mccutcheon","William",NA,"Man","Horticulturist","New Democratic Party","Defeated",5258
"Alberta",1984-09-04,"General","33","Bow River","Tanner, B.C.","Tanner","B.C.",NA,"Man","Businessman","Liberal Party of Canada","Defeated",4066
"Alberta",1984-09-04,"General","33","Bow River","Taylor, Gordon D.","Taylor","Gordon","D.","Man","Hotel owner","Rhinoceros Party of Canada","Defeated",2349
"Alberta",1984-09-04,"General","33","Bow River","Oseen, Dean","Oseen","Dean",NA,"Man","Farmer, auctioneer","Confederation of Regions Western Party","Defeated",1443
"Alberta",1984-09-04,"General","33","Bow River","Erhart, Tom","Erhart","Tom",NA,"Man","Retired builder","Social Credit Party of Canada","Defeated",326
"Alberta",1984-09-04,"General","33","Calgary Centre","Andre, Harvie","Andre","Harvie",NA,"Man","Member of Parliament","Progressive Conservative Party","Elected",24924
"Alberta",1984-09-04,"General","33","Calgary Centre","Gainer, Karen","Gainer","Karen",NA,"Woman","Lawyer","Liberal Party of Canada","Defeated",5955
"Alberta",1984-09-04,"General","33","Calgary Centre","Keeley, Susan","Keeley","Susan",NA,"Woman","Business agent","New Democratic Party","Defeated",5138
"Alberta",1984-09-04,"General","33","Calgary Centre","Staples, Glen","Staples","Glen",NA,"Man","Teacher","Green Party of Canada","Defeated",761
"Alberta",1984-09-04,"General","33","Calgary Centre","Ferguson, Jean","Ferguson","Jean",NA,"Woman","Retired teacher","Confederation of Regions Western Party","Defeated",604
"Alberta",1984-09-04,"General","33","Calgary Centre","Kyriakakis, Joseph","Kyriakakis","Joseph",NA,"Man","Playwright","Libertarian Party of Canada","Defeated",180
"Alberta",1984-09-04,"General","33","Calgary East","Kindy, Alex","Kindy","Alex",NA,"Man","Physician","Progressive Conservative Party","Elected",36825
"Alberta",1984-09-04,"General","33","Calgary East","Sykes, Rod","Sykes","Rod",NA,"Man","Chartered Accountant","Liberal Party of Canada","Defeated",14749
"Alberta",1984-09-04,"General","33","Calgary East","Pashak, Barry","Pashak","Barry",NA,"Man","College instructor","New Democratic Party","Defeated",8558
"Alberta",1984-09-04,"General","33","Calgary East","Wereschuk, Dave G.","Wereschuk","Dave","G.","Man","Carpenter foreman","Independent","Defeated",993
"Alberta",1984-09-04,"General","33","Calgary East","Galenzoski, Nora","Galenzoski","Nora",NA,"Woman","Housewife","Confederation of Regions Western Party","Defeated",658
"Alberta",1984-09-04,"General","33","Calgary East","Othen, Jim","Othen","Jim",NA,"Man","Retired","Social Credit Party of Canada","Defeated",343
"Alberta",1984-09-04,"General","33","Calgary East","Kollinger, Wayne","Kollinger","Wayne",NA,"Man","Draftsman","Libertarian Party of Canada","Defeated",324
"Alberta",1984-09-04,"General","33","Calgary East","Potter, Bruce","Potter","Bruce",NA,"Man","Chemical plant operator","Communist Party of Canada","Defeated",122
"Alberta",1984-09-04,"General","33","Calgary North","Gagnon, Paul","Gagnon","Paul",NA,"Man","Professional engineer","Progressive Conservative Party","Elected",39207
"Alberta",1984-09-04,"General","33","Calgary North","Appleton, Pam","Appleton","Pam",NA,"Woman","Teacher","New Democratic Party","Defeated",7027
"Alberta",1984-09-04,"General","33","Calgary North","Raymaker, Darryl","Raymaker","Darryl",NA,"Man","Teacher","Liberal Party of Canada","Defeated",6864
"Alberta",1984-09-04,"General","33","Calgary North","Hope, Peter E.","Hope","Peter","E.","Man","Vendor (heating)","Independent","Defeated",765
"Alberta",1984-09-04,"General","33","Calgary South","Sparrow, Barbara Jane (Bobbie)","Sparrow","Barbara","Jane (Bobbie)","Woman","Businesswoman","Progressive Conservative Party","Elected",55590
