"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Alberta",1958-03-31,"General","24","Acadia","Horner, John (Jack) Henry","Horner","John","(Jack) Henry","Man","Rancher","Progressive Conservative Party","Elected",9669
"Alberta",1958-03-31,"General","24","Acadia","Bergman, Meredith P.","Bergman","Meredith","P.","Man","Clergyman","Social Credit Party of Canada","Defeated",5597
"Alberta",1958-03-31,"General","24","Acadia","Ferguson, Crawford","Ferguson","Crawford",NA,"Man","Barrister","Liberal Party of Canada","Defeated",2995
"Alberta",1958-03-31,"General","24","Acadia","Tory, Kenn S.","Tory","Kenn","S.","Man","Contractor","Co-operative Commonwealth Federation","Defeated",942
"Alberta",1958-03-31,"General","24","Athabaska","Bigg, Frederick Johnstone (Jack)","Bigg","Frederick","Johnstone (Jack)","Man","Lawyer","Progressive Conservative Party","Elected",9751
"Alberta",1958-03-31,"General","24","Athabaska","Renaud, Joachim Peter","Renaud","Joachim","Peter","Man","Merchant","Liberal Party of Canada","Defeated",4473
"Alberta",1958-03-31,"General","24","Athabaska","Mcphail, Archie A.","Mcphail","Archie","A.","Man","Organizer","Social Credit Party of Canada","Defeated",3806
"Alberta",1958-03-31,"General","24","Athabaska","Baron, Nick","Baron","Nick",NA,"Man","Farmer","Co-operative Commonwealth Federation","Defeated",820
"Alberta",1958-03-31,"General","24","Battle River--Camrose","Smallwood, Clifford Silas","Smallwood","Clifford","Silas","Man","Farmer","Progressive Conservative Party","Elected",13049
"Alberta",1958-03-31,"General","24","Battle River--Camrose","Smith, James Alexander","Smith","James","Alexander","Man","Teacher","Social Credit Party of Canada","Defeated",6137
"Alberta",1958-03-31,"General","24","Battle River--Camrose","Saville, Francis Clifford","Saville","Francis","Clifford","Man","Rancher","Liberal Party of Canada","Defeated",2216
"Alberta",1958-03-31,"General","24","Battle River--Camrose","Rolseth, Harold","Rolseth","Harold",NA,"Man","Teacher","Co-operative Commonwealth Federation","Defeated",1340
"Alberta",1958-03-31,"General","24","Bow River","Woolliams, Eldon Mattison","Woolliams","Eldon","Mattison","Man","Lawyer","Progressive Conservative Party","Elected",12695
"Alberta",1958-03-31,"General","24","Bow River","Johnston, Charles Edward","Johnston","Charles","Edward","Man","Teacher","Social Credit Party of Canada","Defeated",5646
"Alberta",1958-03-31,"General","24","Bow River","Olson, Francis John Robert","Olson","Francis","John Robert","Man","Farmer","Liberal Party of Canada","Defeated",1772
