"Province_Territory","Election_Date","Election_Type","Parliament","Constituency","Candidate","Last_Name","First_Name","Middle_Names","Gender","Occupation","Political_Affiliation","Result","Votes"
"Alberta",1965-11-08,"General","27","Acadia","Horner, John (Jack) Henry","Horner","John","(Jack) Henry","Man","Farmer and rancher","Progressive Conservative Party","Elected",10813
"Alberta",1965-11-08,"General","27","Acadia","Wiebe, Arthur","Wiebe","Arthur",NA,"Man","Insurance agent","Social Credit Party of Canada","Defeated",5384
"Alberta",1965-11-08,"General","27","Acadia","Hourihan, Walter Peter","Hourihan","Walter","Peter","Man","Farmer","Liberal Party of Canada","Defeated",1786
"Alberta",1965-11-08,"General","27","Acadia","Bunney, Art","Bunney","Art",NA,"Man","Farmer","New Democratic Party","Defeated",911
"Alberta",1965-11-08,"General","27","Athabaska","Bigg, Frederick Johnstone (Jack)","Bigg","Frederick","Johnstone (Jack)","Man","Lawyer","Progressive Conservative Party","Elected",11652
"Alberta",1965-11-08,"General","27","Athabaska","Hunter, Dave","Hunter","Dave",NA,"Man","Automotive dealer","Liberal Party of Canada","Defeated",6692
"Alberta",1965-11-08,"General","27","Athabaska","VAN HAUWAERT, Joe","VAN HAUWAERT","Joe",NA,"Man","Contractor","Social Credit Party of Canada","Defeated",2197
"Alberta",1965-11-08,"General","27","Athabaska","Forman, Peter Grant","Forman","Peter","Grant","Man","Baker, salesman","New Democratic Party","Defeated",1016
"Alberta",1965-11-08,"General","27","Battle River--Camrose","Smallwood, Clifford Silas","Smallwood","Clifford","Silas","Man","Farmer","Progressive Conservative Party","Elected",14015
"Alberta",1965-11-08,"General","27","Battle River--Camrose","Barber, Frederick R.","Barber","Frederick","R.","Man","Teacher","Social Credit Party of Canada","Defeated",5531
"Alberta",1965-11-08,"General","27","Battle River--Camrose","Yerxa, Harold J.","Yerxa","Harold","J.","Man","Radio station owner","Liberal Party of Canada","Defeated",2929
"Alberta",1965-11-08,"General","27","Battle River--Camrose","Arnston, Alfred O.","Arnston","Alfred","O.","Man","Salesman","New Democratic Party","Defeated",1745
"Alberta",1965-11-08,"General","27","Bow River","Woolliams, Eldon Mattison","Woolliams","Eldon","Mattison","Man","Barrister","Progressive Conservative Party","Elected",12611
"Alberta",1965-11-08,"General","27","Bow River","Allen, Ron","Allen","Ron",NA,"Man","Sales manager","Social Credit Party of Canada","Defeated",5671
"Alberta",1965-11-08,"General","27","Bow River","Anderson, W. James","Anderson","W.","James","Man","Barrister","Liberal Party of Canada","Defeated",3615
"Alberta",1965-11-08,"General","27","Bow River","Murdoch, Doug","Murdoch","Doug",NA,"Man","Bricklayer","New Democratic Party","Defeated",1836
"Alberta",1965-11-08,"General","27","Calgary North","Harkness, Douglas Scott","Harkness","Douglas","Scott","Man","Teacher and farmer","Progressive Conservative Party","Elected",23810
"Alberta",1965-11-08,"General","27","Calgary North","Berry, Adrian","Berry","Adrian",NA,"Man","Trust officer","Liberal Party of Canada","Defeated",16029
"Alberta",1965-11-08,"General","27","Calgary North","Weston, Nelson","Weston","Nelson",NA,"Man","Insurance supervisor","Social Credit Party of Canada","Defeated",9742
"Alberta",1965-11-08,"General","27","Calgary North","Adam, Ian","Adam","Ian",NA,"Man","University professor","New Democratic Party","Defeated",5412
"Alberta",1965-11-08,"General","27","Calgary South","Ballard, Harold Raymond","Ballard","Harold","Raymond","Man","Business executive","Progressive Conservative Party","Elected",20640
"Alberta",1965-11-08,"General","27","Calgary South","Hays, Harry William","Hays","Harry","William","Man","Businessman and rancher","Liberal Party of Canada","Defeated",20525
"Alberta",1965-11-08,"General","27","Calgary South","Pearson, E. Leonard","Pearson","E.","Leonard","Man","Dentist","Social Credit Party of Canada","Defeated",7970
"Alberta",1965-11-08,"General","27","Calgary South","Gravells, David","Gravells","David",NA,"Man","Electrician","New Democratic Party","Defeated",3678
"Alberta",1965-11-08,"General","27","Edmonton East","Skoreyko, William","Skoreyko","William",NA,"Man","Businessman","Progressive Conservative Party","Elected",13596
"Alberta",1965-11-08,"General","27","Edmonton East","Manning, Ernest Preston","Manning","Ernest","Preston","Man","Executive secretary","Social Credit Party of Canada","Defeated",6752
"Alberta",1965-11-08,"General","27","Edmonton East","Mosychuk, Nick","Mosychuk","Nick",NA,"Man","Barrister and solicitor","Liberal Party of Canada","Defeated",6228
"Alberta",1965-11-08,"General","27","Edmonton East","Douglas, Robert William","Douglas","Robert","William","Man","Teacher","New Democratic Party","Defeated",3222
"Alberta",1965-11-08,"General","27","Edmonton East","Tuomi, William A.","Tuomi","William","A.","Man","Secretary","Communist Party of Canada","Defeated",385
"Alberta",1965-11-08,"General","27","Edmonton West","Lambert, Marcel Joseph Aimé","Lambert","Marcel","Joseph Aimé","Man","Lawyer","Progressive Conservative Party","Elected",30548
"Alberta",1965-11-08,"General","27","Edmonton West","Meltzer, Herbert","Meltzer","Herbert",NA,"Man","Physician and surgeon","Liberal Party of Canada","Defeated",18402
"Alberta",1965-11-08,"General","27","Edmonton West","Jamieson, R. Herb","Jamieson","R.","Herb","Man","Merchant","Social Credit Party of Canada","Defeated",8704
"Alberta",1965-11-08,"General","27","Edmonton West","Glass, William P.M.","Glass","William","P.M.","Man","Teacher","New Democratic Party","Defeated",4389
"Alberta",1965-11-08,"General","27","Edmonton--Strathcona","Nugent, Terence James (Terry)","Nugent","Terence","James (Terry)","Man","Lawyer","Progressive Conservative Party","Elected",21004
"Alberta",1965-11-08,"General","27","Edmonton--Strathcona","Sinclair, Bill","Sinclair","Bill",NA,"Man","Barrister","Liberal Party of Canada","Defeated",16431
"Alberta",1965-11-08,"General","27","Edmonton--Strathcona","Sorenson, Sigurd","Sorenson","Sigurd",NA,"Man","Insurance counsellor","Social Credit Party of Canada","Defeated",11696
"Alberta",1965-11-08,"General","27","Edmonton--Strathcona","Mclean, Bill","Mclean","Bill",NA,"Man","Teacher","New Democratic Party","Defeated",5572
"Alberta",1965-11-08,"General","27","Edmonton--Strathcona","Stocks, Bill","Stocks","Bill",NA,"Man","Student","Independent","Defeated",493
"Alberta",1965-11-08,"General","27","Jasper--Edson","Horner, Hugh Macarthur","Horner","Hugh","Macarthur","Man","Physician","Progressive Conservative Party","Elected",14909
"Alberta",1965-11-08,"General","27","Jasper--Edson","Brunelle, W.R.","Brunelle","W.R.",NA,"Man","Merchant","Liberal Party of Canada","Defeated",4617
"Alberta",1965-11-08,"General","27","Jasper--Edson","Weisgerber, Edward L.","Weisgerber","Edward","L.","Man","Lumber dealer","Social Credit Party of Canada","Defeated",3477
"Alberta",1965-11-08,"General","27","Jasper--Edson","Cohen, Peter W.","Cohen","Peter","W.","Man","Physician and surgeon","New Democratic Party","Defeated",2354
"Alberta",1965-11-08,"General","27","Lethbridge","Gundlock, Deane Roscoe","Gundlock","Deane","Roscoe","Man","Farmer","Progressive Conservative Party","Elected",10147
"Alberta",1965-11-08,"General","27","Lethbridge","Strom, Wallace C.","Strom","Wallace","C.","Man","Manager","Social Credit Party of Canada","Defeated",8032
"Alberta",1965-11-08,"General","27","Lethbridge","Sherring, Frank","Sherring","Frank",NA,"Man","Life underwriter","Liberal Party of Canada","Defeated",4882
"Alberta",1965-11-08,"General","27","Lethbridge","Grantham, Frances Joyce","Grantham","Frances","Joyce","Woman","School teacher","New Democratic Party","Defeated",1673
"Alberta",1965-11-08,"General","27","Macleod","Kindt, Lawrence Elliott","Kindt","Lawrence","Elliott","Man","Economist","Progressive Conservative Party","Elected",8706
"Alberta",1965-11-08,"General","27","Macleod","Patterson, Ernie","Patterson","Ernie",NA,"Man","Teacher","Social Credit Party of Canada","Defeated",6487
"Alberta",1965-11-08,"General","27","Macleod","Matheson, Bill","Matheson","Bill",NA,"Man","Newsman","Liberal Party of Canada","Defeated",3142
"Alberta",1965-11-08,"General","27","Macleod","Brown, Sam","Brown","Sam",NA,"Man","Farmer","New Democratic Party","Defeated",1307
